repository	module	file	line	match
modules	qrcreator	qrcreator/classes/qrops_class_inc.php	226	        $this->loadClass('htmlarea', 'htmlelements');
modules	qrcreator	qrcreator/classes/qrops_class_inc.php	266	        $friendmsg = $this->newObject('htmlarea', 'htmlelements');
modules	qrreview	qrreview/classes/reviewops_class_inc.php	124	        $this->loadClass('htmlarea', 'htmlelements');
modules	qrreview	qrreview/classes/reviewops_class_inc.php	163	        $msg = $this->newObject('htmlarea', 'htmlelements');
modules	qrreview	qrreview/classes/reviewops_class_inc.php	255	        $this->loadClass('htmlarea', 'htmlelements');
modules	racemap	racemap/classes/racemapops_class_inc.php	115	        $this->loadClass('htmlarea', 'htmlelements');
modules	racemap	racemap/classes/racemapops_class_inc.php	167	        $friendmsg = $this->newObject('htmlarea', 'htmlelements');
modules	racemap	racemap/classes/racemapops_class_inc.php	966	        $this->loadClass('htmlarea', 'htmlelements');
modules	racemap	racemap/classes/racemapops_class_inc.php	996	        $d = $this->newObject('htmlarea', 'htmlelements');
modules	radio	radio/templates/content/admin_page.php	14	$this->loadClass('htmlarea', 'htmlelements');
modules	radio	radio/templates/content/main_tpl.php	14	$this->loadClass('htmlarea', 'htmlelements');
modules	radio	radio/templates/content/playlist_admin.php	15	$this->loadClass('htmlarea', 'htmlelements');
modules	recipes	recipes/classes/recipesops_class_inc.php	104	        $this->loadClass('htmlarea', 'htmlelements');
modules	recipes	recipes/classes/recipesops_class_inc.php	136	        $cdesc = $this->newObject('htmlarea', 'htmlelements');
modules	recipes	recipes/classes/recipesops_class_inc.php	238	        $this->loadClass('htmlarea', 'htmlelements');
modules	recipes	recipes/classes/recipesops_class_inc.php	303	        $ing = $this->newObject('htmlarea', 'htmlelements');
modules	recipes	recipes/classes/recipesops_class_inc.php	335	        $rins = $this->newObject('htmlarea', 'htmlelements');
modules	recipes	recipes/classes/recipesops_class_inc.php	384	        $summ = $this->newObject('htmlarea', 'htmlelements');
modules	registerinterest	registerinterest/classes/riops_class_inc.php	221	        $this->loadClass('htmlarea', 'htmlelements');
modules	registerinterest	registerinterest/classes/riops_class_inc.php	245	        $msg = $this->getObject('htmlarea', 'htmlelements');
modules	sahriscollectionsman	sahriscollectionsman/classes/sahriscollectionsops_class_inc.php	112	        $this->loadClass('htmlarea', 'htmlelements');
modules	sahriscollectionsman	sahriscollectionsman/classes/sahriscollectionsops_class_inc.php	132	        $comment = $this->newObject('htmlarea', 'htmlelements');
modules	sahriscollectionsman	sahriscollectionsman/classes/sahriscollectionsops_class_inc.php	167	        $this->loadClass('htmlarea', 'htmlelements');
modules	sahriscollectionsman	sahriscollectionsman/classes/sahriscollectionsops_class_inc.php	221	        $desc = $this->newObject('htmlarea', 'htmlelements');
